time_s,gsr_us
113.523,18.898305
113.776,18.816901
114.028,18.980170
114.280,19.145299
114.533,19.396552
114.785,19.228571
115.037,19.145299
115.289,18.816901
115.541,18.495822
115.794,18.655462
116.046,18.898305
116.298,19.145299
116.550,19.145299
116.803,18.980170
117.055,18.575419
117.307,18.495822
117.560,18.337950
117.812,18.495822
118.064,18.816901
118.316,18.816901
118.569,18.575419
118.821,18.259669
119.073,18.181818
119.325,18.181818
119.578,18.337950
119.830,18.575419
120.082,18.575419
120.335,18.495822
120.587,18.337950
120.839,18.259669
121.091,18.259669
121.344,18.655462
121.596,18.735955
121.848,18.735955
122.100,18.655462
122.352,18.181818
122.605,18.181818
122.857,18.259669
123.109,18.655462
123.361,19.145299
123.614,19.145299
123.866,19.062500
124.118,18.816901
124.370,18.655462
124.623,18.575419
124.875,18.735955
125.127,18.980170
125.379,18.898305
125.631,18.735955
125.883,18.416667
126.135,18.181818
126.387,18.181818
126.640,18.259669
126.892,18.575419
127.144,18.655462
127.396,18.655462
127.649,18.259669
127.901,18.027397
128.153,18.104396
128.405,18.337950
128.658,18.816901
128.910,18.898305
129.162,18.898305
129.415,18.495822
129.667,18.337950
129.920,18.337950
130.172,18.495822
130.424,18.735955
130.677,18.735955
130.929,18.575419
131.181,18.259669
131.433,18.181818
131.686,18.337950
131.939,18.816901
132.191,18.898305
132.444,19.062500
132.696,18.575419
132.949,18.575419
133.201,18.337950
133.454,18.495822
133.706,18.816901
133.958,18.655462
134.210,18.735955
134.463,18.259669
134.714,18.027397
134.967,18.027397
135.219,18.337950
135.471,18.655462
135.724,18.655462
135.976,18.655462
136.228,18.416667
136.480,18.181818
136.733,18.104396
136.985,18.337950
137.237,18.655462
137.490,18.655462
137.742,18.416667
137.995,18.104396
138.247,18.104396
138.500,18.027397
138.752,18.416667
139.004,18.575419
139.257,18.495822
139.509,18.337950
139.761,18.027397
140.013,18.027397
140.266,18.027397
140.518,18.337950
140.771,18.416667
141.023,18.416667
141.276,18.027397
141.528,17.874659
141.780,17.874659
142.033,18.027397
142.285,18.259669
142.537,18.337950
142.789,18.259669
143.041,18.104396
143.293,17.874659
143.545,17.950820
143.797,17.874659
144.050,18.181818
144.302,18.259669
144.554,18.259669
144.807,18.027397
145.059,17.874659
145.311,17.798913
145.563,17.798913
145.816,18.181818
146.068,18.337950
146.320,18.181818
146.573,18.104396
146.825,17.648649
147.077,17.723577
147.330,17.723577
147.582,18.027397
147.834,18.104396
148.087,18.181818
148.339,17.798913
148.591,17.574124
148.843,17.648649
149.096,17.723577
149.348,17.950820
149.600,18.181818
149.853,18.104396
150.105,17.648649
150.358,17.574124
150.610,17.648649
150.862,17.723577
151.114,17.950820
151.367,18.027397
151.619,18.027397
151.871,17.723577
152.124,17.426273
152.376,17.500000
152.628,17.648649
152.881,17.950820
153.133,17.874659
153.385,17.874659
153.638,17.500000
153.890,17.426273
154.142,17.500000
154.395,17.798913
154.647,17.950820
154.899,18.104396
155.152,17.874659
155.404,17.500000
155.656,17.648649
155.908,17.352941
156.161,17.723577
156.413,17.950820
156.666,17.874659
156.918,17.648649
157.170,17.352941
157.422,17.352941
157.675,17.280000
157.927,17.648649
158.179,17.723577
158.431,17.723577
158.684,17.648649
158.936,17.207447
159.188,17.280000
159.441,17.207447
159.693,17.648649
159.945,17.648649
160.198,17.648649
160.450,17.426273
160.703,17.207447
160.955,17.135279
161.207,17.280000
161.459,17.500000
161.712,17.648649
161.964,17.648649
162.217,17.352941
162.469,17.063492
162.721,17.135279
162.974,17.352941
163.226,17.798913
163.478,17.874659
163.730,17.950820
163.983,17.574124
164.235,17.426273
164.488,17.352941
164.740,17.500000
164.993,17.723577
165.245,17.798913
165.497,17.723577
165.749,17.426273
166.002,17.135279
166.254,17.207447
166.507,17.426273
166.759,17.648649
167.011,17.574124
167.264,17.574124
167.516,17.135279
167.768,16.992084
168.020,17.135279
168.273,17.352941
168.525,17.500000
168.777,17.574124
169.029,17.426273
169.282,16.992084
169.534,16.992084
169.786,17.063492
170.038,17.207447
170.291,17.352941
170.543,17.426273
170.796,17.352941
171.048,17.063492
171.301,17.063492
171.553,17.135279
171.805,17.352941
172.058,17.426273
172.310,17.426273
172.562,17.280000
172.814,17.063492
173.066,16.921053
173.318,16.921053
173.571,17.135279
173.823,17.426273
174.075,17.352941
174.328,17.352941
174.580,16.992084
174.832,16.850394
175.084,16.780105
175.337,17.135279
175.589,17.280000
175.841,17.352941
176.093,17.280000
176.345,16.921053
176.598,16.780105
176.850,16.780105
177.102,17.063492
177.354,17.135279
177.607,17.135279
177.859,17.207447
178.111,16.850394
178.364,16.780105
178.616,16.640625
178.868,16.992084
179.121,17.135279
179.373,17.135279
179.625,17.063492
179.878,16.780105
180.130,16.640625
180.382,16.780105
180.635,16.921053
180.887,17.135279
181.139,17.135279
181.391,17.063492
181.643,16.710183
181.896,16.571429
182.148,16.640625
182.401,16.921053
182.653,17.135279
182.906,17.280000
183.158,17.135279
183.411,16.921053
183.663,16.921053
183.915,16.992084
184.168,17.280000
184.420,17.426273
184.672,17.352941
184.924,17.063492
185.177,16.850394
185.429,16.850394
185.681,16.850394
185.934,17.135279
186.186,17.135279
186.438,17.207447
186.689,16.992084
186.942,16.850394
187.194,16.640625
187.446,16.640625
187.698,16.850394
187.951,17.207447
188.203,17.063492
188.455,16.921053
188.708,16.640625
188.960,16.640625
189.212,16.992084
189.465,17.280000
189.717,17.648649
189.970,17.723577
190.222,17.648649
190.474,17.352941
190.726,17.426273
190.978,17.574124
191.231,17.874659
191.483,17.950820
191.735,17.874659
191.988,17.574124
192.240,17.352941
192.492,17.207447
192.744,17.280000
192.996,17.500000
193.248,17.648649
193.500,17.723577
193.752,17.648649
194.004,17.352941
194.256,17.207447
194.509,17.135279
194.761,17.207447
195.013,17.574124
195.266,17.574124
195.518,17.500000
195.770,17.135279
196.023,17.135279
196.275,17.063492
196.528,17.426273
196.780,17.648649
197.033,17.574124
197.285,17.207447
197.537,17.063492
197.790,16.921053
198.042,17.135279
198.294,17.352941
198.546,17.500000
198.798,17.426273
199.051,17.280000
199.303,16.921053
199.555,16.921053
199.808,16.921053
200.060,17.352941
200.312,17.500000
200.565,17.500000
200.817,17.280000
201.069,17.063492
201.321,17.063492
201.574,17.063492
201.826,17.426273
202.078,17.426273
202.330,17.500000
202.583,17.207447
202.835,17.063492
203.087,17.063492
203.340,17.352941
203.592,17.798913
203.844,18.104396
204.096,18.181818
204.349,17.950820
204.601,17.648649
204.853,17.574124
205.106,17.648649
205.358,17.874659
205.610,18.027397
205.862,17.874659
206.114,17.723577
206.367,17.426273
206.619,17.500000
206.871,17.500000
207.123,17.723577
207.376,17.798913
207.628,17.798913
207.880,17.723577
208.133,17.280000
208.385,17.280000
208.637,17.207447
208.889,17.500000
209.141,17.648649
209.393,17.648649
209.645,17.723577
209.897,17.426273
210.149,17.135279
210.402,17.207447
210.654,17.135279
210.907,17.500000
211.159,17.500000
211.412,17.648649
211.664,17.207447
211.916,17.063492
212.169,16.992084
212.421,17.207447
212.673,17.648649
212.926,17.500000
213.178,17.574124
213.431,16.992084
213.683,16.992084
213.935,16.992084
214.188,17.352941
214.440,17.574124
214.692,17.648649
214.945,17.648649
215.197,17.426273
215.449,17.280000
215.702,17.280000
215.954,17.500000
216.206,17.723577
216.458,17.648649
216.711,17.500000
216.963,17.135279
217.216,17.063492
217.468,17.063492
217.720,17.352941
217.973,17.500000
218.225,17.574124
218.478,17.280000
218.730,17.063492
218.983,16.992084
219.235,16.992084
219.487,17.352941
219.740,17.500000
219.992,17.500000
220.244,17.207447
220.497,17.063492
220.749,17.207447
221.001,17.352941
221.253,17.798913
221.506,17.950820
221.758,17.874659
222.010,17.574124
222.262,17.500000
222.515,17.426273
222.767,17.352941
223.020,17.723577
223.272,17.723577
223.524,17.648649
223.776,17.352941
224.029,17.063492
224.281,17.135279
224.533,17.207447
224.785,17.426273
225.038,17.574124
225.290,17.574124
225.542,17.426273
